DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,DATA_SOURCE:Data Source,COUNTRY_NOTES:Country notes,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,4.22713494,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.66066658,4.88194633,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,4.648850719,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.991983122,5.41903068,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,5.252060187,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.469190336,6.17272734,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,3.511387019,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.198753869,3.854012342,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,3.597793032,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.262196502,3.963203526,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,3.683160605,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.332109865,4.073255018,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,3.786566562,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.409285239,4.211584002,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,3.920805886,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.51264664,4.391206865,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,4.082314948,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.633541503,4.597820249,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,4.340712901,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.836790337,4.932738617,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,4.647818601,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.0756379,5.323665497,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,5.0589657,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.400385338,5.841241739,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,5.555376521,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.800230257,6.488671863,A: Normal value
UNICEF:CME(1.0): Child Mortality,DMA: Dominica,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,6.171559506,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.276859439,7.264565712,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,0.553186758,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.523942305,0.581989495,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,0.530868483,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.501811825,0.559912147,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,0.512462802,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.483466871,0.541759809,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,0.504087042,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.476925462,0.532364785,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,0.503069963,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.477076016,0.529925811,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,0.497365517,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.472192604,0.523632526,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,0.489270126,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.464804304,0.516314831,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,0.477381575,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.453918506,0.502736997,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,0.462434342,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.438870814,0.487280295,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,0.448557999,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.422314913,0.47652502,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,0.434093136,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.398643272,0.471054383,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,0.757731648,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.720660211,0.794405404,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,0.733506004,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.696124743,0.770503943,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,0.723796173,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.686924558,0.761184956,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,0.717558939,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.682030584,0.754653711,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,0.710111562,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.676323969,0.74585454,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,0.706922042,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.67316323,0.743196427,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,0.701370177,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.667374998,0.737880627,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,0.689469312,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.65674498,0.724243418,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,0.671796058,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.639604616,0.705251854,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,0.645029784,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.607824051,0.682839194,A: Normal value
UNICEF:CME(1.0): Child Mortality,DNK: Denmark,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,0.614571281,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.565507784,0.665761021,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,5.695825124,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.675502946,6.998218118,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,5.6004371,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.49199103,7.021442059,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,5.50473501,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.297080308,7.103184989,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,5.39631456,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.116251226,7.176567097,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,5.270680272,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.911085087,7.228795507,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,5.118664982,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.707652447,7.23292206,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,4.893784178,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.430525876,7.182921122,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,4.724293377,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.211732854,7.19228669,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,4.548297039,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.985179144,7.20697997,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,4.363923343,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.768127225,7.206203069,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,4.183503296,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.566138621,7.258484435,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,6.809044026,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.583917839,8.331262789,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,6.690162181,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.369095639,8.379550387,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,6.578880985,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,5.144978483,8.465182493,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,6.451150419,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.923299357,8.581216516,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,6.297249576,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.692753142,8.663070404,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,6.124281012,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.424242925,8.640168712,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,5.946083916,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.163162541,8.763405071,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,5.725655396,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.877263472,8.759633939,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,5.505008348,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.595980684,8.786539784,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,5.283542821,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.344517525,8.778799514,A: Normal value
UNICEF:CME(1.0): Child Mortality,DOM: Dominican Republic,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,5.06492038,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.101338932,8.832643898,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,4.032135181,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.945157909,4.121550133,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,3.903952148,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.819051987,3.991227869,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,3.80835408,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.725291391,3.892288923,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,3.731793895,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.649864669,3.81559122,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,3.673718998,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.58812821,3.758428001,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,3.616800885,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.531720169,3.705776175,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,3.564565391,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.476013582,3.657423165,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,3.498511972,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.413406201,3.584614872,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,3.433977185,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.351674413,3.51692342,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,3.363504574,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.276650313,3.452212932,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,3.286081122,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.172413058,3.403722324,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,4.164634338,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.076318229,4.254248475,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,4.023183989,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.936511885,4.114065153,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,3.911304909,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.829473089,3.997042799,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,3.836179248,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.755141495,3.919550899,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,3.783606171,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.699024053,3.870213878,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,3.752272024,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.666089321,3.840557384,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,3.717300092,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.624656993,3.808684243,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,3.673016596,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.585911638,3.759525897,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,3.603385957,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.520449034,3.688891833,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,3.52550339,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.437113146,3.614638224,A: Normal value
UNICEF:CME(1.0): Child Mortality,DZA: Algeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,3.447431626,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.329496281,3.569866534,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,2.572673582,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.184676152,3.050085754,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,2.43564657,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.089137922,2.865461004,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,2.307101705,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.005818353,2.689907771,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,2.190047641,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.935659811,2.510468066,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,2.102835164,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.886376855,2.361570377,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,2.021094275,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.845967869,2.215657646,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,1.962401879,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.827983241,2.112026144,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,1.917760002,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.812755235,2.035311241,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,1.880303822,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.77762,1.991980255,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,1.849068431,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.714908763,1.994706601,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,1.81548787,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.632105699,2.015957574,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,3.011974079,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.546430664,3.570248009,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,2.846575964,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.435297347,3.350829425,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,2.690645294,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.34157667,3.135227026,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,2.5642678,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.266761472,2.9331144,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,2.452226469,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.202470397,2.740056861,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,2.369470944,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.170262606,2.582630974,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,2.296501946,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.142972287,2.45267598,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,2.240848476,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.123700535,2.354529231,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,2.202567644,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.088179326,2.315272907,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,2.162717072,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.010757242,2.322583602,A: Normal value
UNICEF:CME(1.0): Child Mortality,ECU: Ecuador,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,2.118735534,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.914160373,2.345969879,A: Normal value
UNICEF:CME(1.0): Child Mortality,EGY: Egypt,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,5.0644487,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.335459217,5.931652215,A: Normal value
UNICEF:CME(1.0): Child Mortality,EGY: Egypt,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,4.762941659,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.021473652,5.654776069,A: Normal value
UNICEF:CME(1.0): Child Mortality,EGY: Egypt,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,4.47043531,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.727512541,5.412285473,A: Normal value
UNICEF:CME(1.0): Child Mortality,EGY: Egypt,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,4.19292602,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.419872385,5.199936204,A: Normal value
